,Experiment,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,treatment,temperature,pH,OD,growth_phase,culture_type,skip
ERR2936699,ERX2939493,6522514,926196988,6522514,142,337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/936/ERR2936699.sralite.1,N3N-T28-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923797,SAMEA5139432,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139432,,,,,,,no,,,,,T. Busche,ERA1667571,,public,193C3A52194408019BA9B7D4475466F5,AC48145C1E840631ADFFAE7E129ECC1F,,,differing-in-growth-rates-lackN,N3N-T28-R1_p,N3N-T28-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"28h,0.3/h",,
ERR2936700,ERX2939494,6529732,927221944,6529732,142,336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2936/ERR2936700/ERR2936700.lite.2,N3N-T37-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923798,SAMEA5139433,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139433,,,,,,,no,,,,,T. Busche,ERA1667571,,public,B7AE5625ECCB2A8AB881074F90914F69,B97C834ED6FBA210AF0A762E997CC5CC,,,differing-in-growth-rates-lackN,N3N-T37-R1_p,N3N-T37-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"37h,0.4/h",,
ERR2936701,ERX2939495,6318132,897174744,6318132,142,326,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/936/ERR2936701.sralite.1,N4N-T14-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923799,SAMEA5139434,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139434,,,,,,,no,,,,,T. Busche,ERA1667571,,public,E00AFD9FBB5EDE6734C88154032AFAAF,8325B77E7BDFF54E67FA0429B955C664,,,differing-in-growth-rates-lackN,N4N-T14-R1_p,N4N-T14-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"14h,0.1/h",,
ERR2936702,ERX2939496,6543880,929230960,6543880,142,339,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936702/ERR2936702.lite.2,N4N-T17-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923800,SAMEA5139435,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139435,,,,,,,no,,,,,T. Busche,ERA1667571,,public,E1395CFDFC9374AFCDBEDDEB3C3FFDB2,103268AFE0D1CBEAC4DC1A70812E539F,,,differing-in-growth-rates-lackN,N4N-T17-R1_p,N4N-T17-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"17h,0.2/h",,
ERR2936703,ERX2939497,17101528,2428416976,17101528,142,885,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936703/ERR2936703.lite.2,N4N-T22-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923801,SAMEA5139436,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139436,,,,,,,no,,,,,T. Busche,ERA1667571,,public,6C26A944D0B7C783BD64FDFC15FFB72E,37A1FBBB2903AFF5AF2564B8AC76CC7B,,,differing-in-growth-rates-lackN,N4N-T22-R1_p,N4N-T22-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"22h,0.3/h",,
ERR2936704,ERX2939498,5875047,834256674,5875047,142,302,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/936/ERR2936704.sralite.1,N4N-T33-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923802,SAMEA5139437,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139437,,,,,,,no,,,,,T. Busche,ERA1667571,,public,4EA044C4631A6D0FD034D017D6026841,36C6345996856C3AFDA67501E3BBD610,,,differing-in-growth-rates-lackN,N4N-T33-R1_p,N4N-T33-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"33h,0.4/h",,
ERR2936705,ERX2939499,6631933,941734486,6631933,142,345,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936705/ERR2936705.lite.2,N4N-T6-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923803,SAMEA5139438,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139438,,,,,,,no,,,,,T. Busche,ERA1667571,,public,5CEFB43B639862D92D9B168F48AE48EE,5B8A3A247D1BDF3013DFF8B6FC242BF9,,,differing-in-growth-rates-lackN,N4N-T6-R1_p,N4N-T6-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"6h,0.02/h",,
ERR2936706,ERX2939500,7433079,1055497218,7433079,142,381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2936/ERR2936706/ERR2936706.lite.2,N6N-T19-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923804,SAMEA5139439,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139439,,,,,,,no,,,,,T. Busche,ERA1667571,,public,590ED0317D2A1C0183E96A3CB761E18D,3C591FC598BBE679C3D861DE4388C3D1,,,differing-in-growth-rates-lackN,N6N-T19-R1_p,N6N-T19-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"19h,0.02/h",,
ERR2936707,ERX2939501,7466888,1060298096,7466888,142,383,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/936/ERR2936707.sralite.1,N6N-T27-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923805,SAMEA5139440,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139440,,,,,,,no,,,,,T. Busche,ERA1667571,,public,D59F85A86CEED009DBB20CAE1C8D51B9,6F413DFB6FBE1E15E01F7510A4FFE7FD,,,differing-in-growth-rates-lackN,N6N-T27-R1_p,N6N-T27-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"27h,0.1/h",,
ERR2936708,ERX2939502,10761726,1528165092,10761726,142,546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2936/ERR2936708/ERR2936708.lite.2,N6N-T30-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923806,SAMEA5139441,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139441,,,,,,,no,,,,,T. Busche,ERA1667571,,public,92D4D97506317E508737E3AF95F74A08,27892995AE79B29B40B4518946547437,,,differing-in-growth-rates-lackN,N6N-T30-R1_p,N6N-T30-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"30h,0.2/h",,
ERR2936709,ERX2939503,6416080,911083360,6416080,142,324,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/936/ERR2936709.sralite.1,N6N-T34-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923807,SAMEA5139442,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139442,,,,,,,no,,,,,T. Busche,ERA1667571,,public,9B82F30D5BCF21DC9670D673E57ADE3B,D40325637F9FF77AD3E4D4B6BA365BCB,,,differing-in-growth-rates-lackN,N6N-T34-R1_p,N6N-T34-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"34h,0.3/h",,
ERR2936710,ERX2939504,5853771,831235482,5853771,142,296,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936710/ERR2936710.lite.2,N6N-T43-R1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923808,SAMEA5139443,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139443,,,,,,,no,,,,,T. Busche,ERA1667571,,public,7DDAE9E2A770C2712F4D5ED893B420E0,D65AAECB9EAB29CE67C9EF724B4496C3,,,differing-in-growth-rates-lackN,N6N-T43-R1_p,N6N-T43-R1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"43h,0.4/h",,
ERR2936711,ERX2939505,7570913,772233126,7570913,102,308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2936/ERR2936712/ERR2936712.lite.2,P2_R1_T1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923809,SAMEA5139444,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139444,,,,,,,no,,,,,T. Busche,ERA1667571,,public,B0DC010D4409CA805645BAD326DBEDF9,A725A2BB5588118530C2A9889AC6D5CD,,,differing-in-growth-rates-lackP,P2_R1_T1_p,P2_R1_T1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"1h,0.02/h",,
ERR2936712,ERX2939505,7570913,772233126,7570913,102,308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2936/ERR2936712/ERR2936712.lite.2,P2_R1_T1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923809,SAMEA5139444,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139444,,,,,,,no,,,,,T. Busche,ERA1667571,,public,B0DC010D4409CA805645BAD326DBEDF9,A725A2BB5588118530C2A9889AC6D5CD,,,differing-in-growth-rates-lackP,P2_R1_T1_p,P2_R1_T1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"1h,0.02/h",,
ERR2936713,ERX2939506,5171223,775683450,5171223,150,329,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR002/936/ERR2936713/ERR2936713.sralite.1,P2_R1_T11_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina MiSeq,ERP112375,PRJEB30012,,530451,ERS2923810,SAMEA5139445,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139445,,,,,,,no,,,,,T. Busche,ERA1667571,,public,F3C57F4723C6BCC62E735E7693487F44,CF7B44961F3CF426974489E0042CBD50,,,differing-in-growth-rates-lackP,P2_R1_T11_p,P2_R1_T11_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"11h,0.3/h",,
ERR2936714,ERX2939507,5092667,763900050,5092667,150,332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/936/ERR2936714.sralite.1,P2_R1_T19_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina MiSeq,ERP112375,PRJEB30012,,530451,ERS2923811,SAMEA5139446,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139446,,,,,,,no,,,,,T. Busche,ERA1667571,,public,E23EF77EE09F96D270D24F1E6FA578D0,C534274B8FED855881A887ECB3ED0B86,,,differing-in-growth-rates-lackP,P2_R1_T19_p,P2_R1_T19_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"19h,0.4/h",,
ERR2936715,ERX2939508,4718978,707846700,4718978,150,294,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936715/ERR2936715.lite.2,P2_R1_T3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina MiSeq,ERP112375,PRJEB30012,,530451,ERS2923812,SAMEA5139447,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139447,,,,,,,no,,,,,T. Busche,ERA1667571,,public,6826B2EEBA4F63553C35DC5DC98A0C36,418ABB9FE33AE49F2D0E3A9AB454C154,,,differing-in-growth-rates-lackP,P2_R1_T3_p,P2_R1_T3_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"3h,0.1/h",,
ERR2936716,ERX2939509,5146663,771999450,5146663,150,324,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936716/ERR2936716.lite.2,P2_R1_T6_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina MiSeq,ERP112375,PRJEB30012,,530451,ERS2923813,SAMEA5139448,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139448,,,,,,,no,,,,,T. Busche,ERA1667571,,public,0B41BEAF5A0EB09D952135FE9B7274A9,FDEB594C338BD0442B1C67CDDB823EC1,,,differing-in-growth-rates-lackP,P2_R1_T6_p,P2_R1_T6_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"6h,0.2/h",,
ERR2936717,ERX2939510,6107752,867300784,6107752,142,310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936717/ERR2936717.lite.2,P3-R1-T1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923814,SAMEA5139449,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139449,,,,,,,no,,,,,T. Busche,ERA1667571,,public,0475F3417F69039E607510ACCC6D4674,B7909D5B95E837D07AA28CA1498074BC,,,differing-in-growth-rates-lackP,P3-R1-T1_p,P3-R1-T1_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"1h,0.02/h",,
ERR2936718,ERX2939511,4600217,653230814,4600217,142,233,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/936/ERR2936718.sralite.1,P3-R1-T13_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923815,SAMEA5139450,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139450,,,,,,,no,,,,,T. Busche,ERA1667571,,public,26E3D1AA92DBC6631AA45FC5B2D42C34,F8193ED97DAA0C2747197CE1827EC29B,,,differing-in-growth-rates-lackP,P3-R1-T13_p,P3-R1-T13_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"13h,0.3/h",,
ERR2936719,ERX2939512,5878512,834748704,5878512,142,300,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936719/ERR2936719.lite.2,P3-R1-T26_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923816,SAMEA5139451,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139451,,,,,,,no,,,,,T. Busche,ERA1667571,,public,5F3D20FBF4CB69B6B177BC3952BC5A0F,4366C58C5BA5BEA98B8A5209D56C9DB9,,,differing-in-growth-rates-lackP,P3-R1-T26_p,P3-R1-T26_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"26h,0.4/h",,
ERR2936722,ERX2939515,6539579,928620218,6539579,142,329,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/936/ERR2936722.sralite.1,P4-R1-T19_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923819,SAMEA5139454,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139454,,,,,,,no,,,,,T. Busche,ERA1667571,,public,FEF445CD2B8C0E9A4C5136C8D67F64E9,1496735E1EDE50ED6D7F1D20F9DFEE64,,,differing-in-growth-rates-lackP,P4-R1-T19_p,P4-R1-T19_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"19h,0.3/h",,
ERR2936723,ERX2939516,3137471,470620650,3137471,150,187,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/936/ERR2936723.sralite.1,P4-R1-T28_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina MiSeq,ERP112375,PRJEB30012,,530451,ERS2923820,SAMEA5139455,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139455,,,,,,,no,,,,,T. Busche,ERA1667571,,public,0FC7AEEA69A9DA084AE01E10CC43F40A,BF1967E6F489C016C02E9BEA6CE09D6F,,,differing-in-growth-rates-lackP,P4-R1-T28_p,P4-R1-T28_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"28h,0.4/h",,
ERR2936724,ERX2939517,6283736,892290512,6283736,142,319,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2936/ERR2936724/ERR2936724.lite.2,P4-R1-T4_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923821,SAMEA5139456,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139456,,,,,,,no,,,,,T. Busche,ERA1667571,,public,B30DFDE9F78EC7AAC3EE06F3F5381C57,5E945D35EF10A1B60950E6D834D64F4C,,,differing-in-growth-rates-lackP,P4-R1-T4_p,P4-R1-T4_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"4h,0.02/h",,
ERR2936725,ERX2939518,5916003,840072426,5916003,142,300,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2936/ERR2936725/ERR2936725.lite.2,P4-R1-T8_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923822,SAMEA5139457,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139457,,,,,,,no,,,,,T. Busche,ERA1667571,,public,4D7AF8D6565B768FFA99719E47FA0F43,C20AB5CB8E462EF4FC830240DA775DF6,,,differing-in-growth-rates-lackP,P4-R1-T8_p,P4-R1-T8_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"8h,0.1/h",,
ERR2936726,ERX2939519,9956462,1413817604,9956462,142,505,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/936/ERR2936726.sralite.1,P4-T1-T15_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP112375,PRJEB30012,,530451,ERS2923823,SAMEA5139458,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5139458,,,,,,,no,,,,,T. Busche,ERA1667571,,public,6EBF096F8D0557CA7A5D21392E971C08,4D9167BA5D08D37F40B9AF2B999AC262,,,differing-in-growth-rates-lackP,P4-T1-T15_p,P4-T1-T15_p,ATCC13032,CGXII,glucose,,,,30℃,7.4,,"15h,0.2/h",,
ERR3380435,ERX3404552,4972605,696164700,4972605,140,280,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3380/ERR3380435/ERR3380435.lite.2,CR099_(p)ppGpp0_starv_pool_t0_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526106,SAMEA5722487,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722487,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,999E295AB6DB43188688D0E7C1D95222,0A710221FFA89A2C26E3C3E7410291FD,,,(p)ppGpp0 mutant strain,CR099_(p)ppGpp0_starv_pool_t0_p,CR099_(p)ppGpp0_starv_pool_t0_p,,,,,,,,,,,,
ERR3380436,ERX3404553,5049356,706909840,5049356,140,291,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR003/380/ERR3380436.sralite.1,CR099_(p)ppGpp0_starv_pool_t15_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526107,SAMEA5722488,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722488,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,A8643586916242C9CB0FB334EE4DDADF,CCBAE7F2B30E0D8C5D89AA9E588932AB,,,(p)ppGpp0 mutant strain,CR099_(p)ppGpp0_starv_pool_t15_p,CR099_(p)ppGpp0_starv_pool_t15_p,,,,,,,,,,,,
ERR3380437,ERX3404554,4812424,673739360,4812424,140,273,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR003/380/ERR3380437.sralite.1,CR099_(p)ppGpp0_starv_pool_t30_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526108,SAMEA5722489,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722489,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,9B2D367EE03974C85DEA6DC51F0BB4FC,876E15FAEF509785F9B6BEECDDA3CF88,,,(p)ppGpp0 mutant strain,CR099_(p)ppGpp0_starv_pool_t30_p,CR099_(p)ppGpp0_starv_pool_t30_p,,,,,,,,,,,,
ERR3380438,ERX3404555,5065620,709186800,5065620,140,289,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3380/ERR3380438/ERR3380438.lite.2,CR099_(p)ppGpp0_starv_pool_t5_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526109,SAMEA5722490,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722490,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,86830A297B66500DF669DCCD9D243E01,F5E71479A40DA862EB55053A96AE6482,,,(p)ppGpp0 mutant strain,CR099_(p)ppGpp0_starv_pool_t5_p,CR099_(p)ppGpp0_starv_pool_t5_p,,,,,,,,,,,,
ERR3380439,ERX3404556,5126659,717732260,5126659,140,293,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/380/ERR3380439.sralite.1,CR099_(p)ppGpp0_starv_pool_t60_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526110,SAMEA5722491,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722491,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,166F488B1D644FA5D241B49487C3F1FA,6457D767110B1D4044A44BE20B1E0E8C,,,(p)ppGpp0 mutant strain,CR099_(p)ppGpp0_starv_pool_t60_p,CR099_(p)ppGpp0_starv_pool_t60_p,,,,,,,,,,,,
ERR3380464,ERX3404569,4273974,598356360,4273974,140,239,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3380/ERR3380464/ERR3380464.lite.2,CR099_starv_pool_t0_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526123,SAMEA5722504,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722504,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,6E358DC039967414DEC7FDB8158AEE93,6CE819A08F537305A57A24D8DB148746,,,(p)ppGpp0 mutant strain,CR099_starv_pool_t0_p,CR099_starv_pool_t0_p,,,,,,,,,,,,
ERR3380465,ERX3404570,4798469,671785660,4798469,140,271,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3380/ERR3380465/ERR3380465.lite.2,CR099_starv_pool_t15_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526124,SAMEA5722505,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722505,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,147A87D14800BE531A9DBBA59FD356EB,A12E29B1BC4B7C35E0B4DAFBA9281B6B,,,(p)ppGpp0 mutant strain,CR099_starv_pool_t15_p,CR099_starv_pool_t15_p,,,,,,,,,,,,
ERR3380466,ERX3404571,5435805,761012700,5435805,140,305,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3380/ERR3380466/ERR3380466.lite.2,CR099_starv_pool_t30_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526125,SAMEA5722506,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722506,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,FB9D894E4FF14B6648867DDCD0A935BC,146BA803D5132EC381BB3EFE548C9C4A,,,(p)ppGpp0 mutant strain,CR099_starv_pool_t30_p,CR099_starv_pool_t30_p,,,,,,,,,,,,
